scan_index,step,angle_deg,distance_cm
6,25650,94.39,10.48
6,25675,96.59,10.46
6,25700,98.79,9.59
6,25725,100.99,9.59
6,25750,103.18,9.57
6,25775,105.38,9.57
6,25800,107.58,8.7
6,25825,109.78,8.68
6,25850,111.97,8.7
6,25875,114.17,8.7
6,25900,116.37,8.7
6,25925,118.56,8.68
6,25950,120.76,8.7
6,25975,122.96,8.68
6,26000,125.16,8.7
6,26025,127.35,7.79
6,26050,129.55,7.8
6,26075,131.75,7.77
6,26100,133.95,8.7
6,26125,136.14,8.7
6,26150,138.34,10.77
6,26175,140.54,9.86
6,26200,142.73,9.88
6,26225,144.93,9.88
6,26250,147.13,8.99
6,26275,149.33,8.97
6,26300,151.52,8.99
6,26325,153.72,8.97
6,26350,155.92,8.99
6,26375,158.12,8.99
6,26400,160.31,8.99
6,26425,162.51,8.99
6,26450,164.71,8.09
6,26475,166.9,8.09
6,26500,169.1,8.08
6,26525,171.3,8.11
6,26550,173.5,8.99
6,26575,175.69,8.99
6,26625,180.09,11.08
6,26650,182.29,11.08
6,26675,184.48,11.06
6,26700,186.68,11.06
6,26725,188.88,11.04
6,26750,191.07,10.19
6,26775,193.27,10.17
6,26800,195.47,9.3
6,26825,197.67,9.28
6,26850,199.86,9.28
6,26875,202.06,9.3
6,26900,204.26,9.28
6,26925,206.46,9.31
6,26950,208.65,9.3
6,26975,210.85,9.3
6,27000,213.05,9.3
6,27025,215.24,9.3
6,27050,217.44,9.3
6,27075,219.64,9.28
6,27100,221.84,9.28
6,27125,224.03,10.19
6,27150,226.23,10.19
6,27175,228.43,10.17
6,27200,230.63,10.19
6,27225,232.82,11.06
6,27250,235.02,11.06
6,27275,237.22,11.08
